"","animal_number","genotype","sex","name","acronym","structure_id_path","parent_structure_id","cell_numbers","cell_density"
"1:52","AN1","WT","male","Agranular insular area, posterior part, layer 5","AIp5","/997/8/567/688/695/315/95/111/344/",111,86,1045.65627089793
"1:54","AN1","WT","male","Mediodorsal nucleus of thalamus","MD","/997/8/343/1129/549/856/444/362/",444,62,257.679471673961
"1:56","AN1","WT","male","CA1","CA1","/997/8/567/688/695/1089/1080/375/382/",375,338,543.101010360696
"1:57","AN1","WT","male","Anteromedial visual area, layer 4","VISam4","/997/8/567/688/695/315/669/394/401/",394,32,4519.13571529445
"1:58","AN1","WT","male","Medial amygdala nucleus","MEA","/997/8/567/623/477/278/403/",278,79,212.944893096273
"1:60","AN1","WT","male","CA2","CA2","/997/8/567/688/695/1089/1080/375/423/",375,44,447.145383223918
"1:61","AN1","WT","male","Ectorhinal area/Layer 2/3","ECT2/3","/997/8/567/688/695/315/895/427/",895,117,3965.29519419779
"1:62","AN1","WT","male","Retrosplenial area, ventral part, layer 2/3","RSPv2/3","/997/8/567/688/695/315/254/886/430/",886,359,4471.01313904975
"1:63","AN1","WT","male","Anteromedial visual area, layer 5","VISam5","/997/8/567/688/695/315/669/394/433/",394,139,4514.59936990484
"1:64","AN1","WT","male","Retrosplenial area, dorsal part, layer 2/3","RSPd2/3","/997/8/567/688/695/315/254/879/434/",879,374,5417.07101577324
"1:65","AN1","WT","male","columns of the fornix","fx","/997/1009/991/768/1099/737/436/",737,4,266.152105928538
"1:67","AN1","WT","male","Retrosplenial area, dorsal part, layer 1","RSPd1","/997/8/567/688/695/315/254/879/442/",879,33,784.015585279513
"1:68","AN1","WT","male","dorsal hippocampal commissure","dhc","/997/1009/991/768/1099/618/443/",618,6,108.0711107909
"1:69","AN1","WT","male","Basolateral amygdala nucleus, ventral part","BLAv","/997/8/567/688/703/295/451/",295,40,1180.84666706028
"1:71","AN1","WT","male","CA3","CA3","/997/8/567/688/695/1089/1080/375/463/",375,212,704.745061798164
"1:72","AN1","WT","male","alveus","alv","/997/1009/991/768/1099/466/",1099,57,1359.50580771341
"1:74","AN1","WT","male","Striatum","STR","/997/8/567/623/477/",623,48,361.802681862379
"1:75","AN1","WT","male","Medial habenula","MH","/997/8/343/1129/549/856/958/483/",958,51,770.893480659643
"1:77","AN1","WT","male","Ventral auditory area, layer 6a","AUDv6a","/997/8/567/688/695/315/247/1018/520/",1018,91,2601.33783088445
"1:78","AN1","WT","male","Dorsal auditory area, layer 1","AUDd1","/997/8/567/688/695/315/247/1011/527/",1011,27,1028.25805468809
"1:79","AN1","WT","male","Central amygdala ","CEA","/997/8/567/623/477/278/536/",278,28,107.141763859552
"1:80","AN1","WT","male","Perirhinal area, layer 1","PERI1","/997/8/567/688/695/315/922/540/",922,13,625.631647336253
"1:81","AN1","WT","male","Retrosplenial area, ventral part, layer 1","RSPv1","/997/8/567/688/695/315/254/886/542/",886,34,662.432295522737
"1:82","AN1","WT","male","Thalamus","TH","/997/8/343/1129/549/",1129,155,276.331248072367
"1:83","AN1","WT","male","Central lateral nucleus of the thalamus","CL","/997/8/343/1129/549/856/51/575/",51,16,335.831076968285
"1:85","AN1","WT","male","Claustrum","CLA","/997/8/567/688/703/583/",703,5,483.325277912035
"1:86","AN1","WT","male","Retrosplenial area, ventral part, layer 6a","RSPv6a","/997/8/567/688/695/315/254/886/590/",886,79,2291.78149749064
"1:87","AN1","WT","male","fasciculus retroflexus","fr","/997/1009/991/824/1083/595/",1083,6,310.285980245126
"1:88","AN1","WT","male","Dorsal auditory area, layer 2/3","AUDd2/3","/997/8/567/688/695/315/247/1011/600/",1011,164,4201.78832210294
"1:89","AN1","WT","male","fimbria","fi","/997/1009/991/768/1099/603/",1099,73,603.684959147895
"1:91","AN1","WT","male","Retrosplenial area, dorsal part, layer 5","RSPd5","/997/8/567/688/695/315/254/879/610/",879,455,4991.6075170318
"1:92","AN1","WT","male","habenular commissure","hbc","/997/1009/991/824/1083/611/",1083,18,1333.03710286603
"1:93","AN1","WT","male","Tuberal nucleus","TU","/997/8/343/1129/1097/290/614/",290,153,1419.67690751686
"1:95","AN1","WT","male","Primary somatosensory area, upper limb, layer 5","SSp-ul5","/997/8/567/688/695/315/453/322/369/625/",369,7,779.596837064261
"1:96","AN1","WT","male","Dentate gyrus, granule cell layer","DG-sg","/997/8/567/688/695/1089/1080/726/632/",726,177,1762.93064810111
"1:98","AN1","WT","male","Cortical amygdala area, anterior part","COAa","/997/8/567/688/695/698/631/639/",631,113,1145.800590138
"1:99","AN1","WT","male","Cortical amygdala area, posterior part","COAp","/997/8/567/688/695/698/631/647/",631,66,432.330457680744
"1:100","AN1","WT","male","Primary somatosensory area, trunk, layer 2/3","SSp-tr2/3","/997/8/567/688/695/315/453/322/361/670/",361,259,4519.9120449548
"1:101","AN1","WT","male","Retrosplenial area, lateral agranular part, layer 1","RSPagl1","/997/8/567/688/695/315/254/894/671/",894,7,354.771679083675
"1:102","AN1","WT","male","Caudoputamen","CP","/997/8/567/623/477/485/672/",485,714,893.010132037927
"1:103","AN1","WT","male","Dorsal auditory area, layer 4","AUDd4","/997/8/567/688/695/315/247/1011/678/",1011,85,5390.32278521149
"1:104","AN1","WT","male","Retrosplenial area, ventral part, layer 5","RSPv5","/997/8/567/688/695/315/254/886/687/",886,697,4749.02396315248
"1:106","AN1","WT","male","Perirhinal area, layer 5","PERI5","/997/8/567/688/695/315/922/692/",922,81,2299.50319375444
"1:107","AN1","WT","male","Ventromedial hypothalamic nucleus","VMH","/997/8/343/1129/1097/467/693/",467,150,1339.11832449515
"1:108","AN1","WT","male","Olfactory areas","OLF","/997/8/567/688/695/698/",695,121,1014.73461754568
"1:109","AN1","WT","male","Cortical subplate","CTXsp","/997/8/567/688/703/",688,94,989.963455604352
"1:110","AN1","WT","male","Ventral posterolateral nucleus of the thalamus","VPL","/997/8/343/1129/549/864/637/709/718/",709,17,135.956493921945
"1:111","AN1","WT","male","Temporal association areas, layer 6a","TEa6a","/997/8/567/688/695/315/541/729/",541,79,2537.50040150323
"1:112","AN1","WT","male","Ventral posteromedial nucleus of the thalamus","VPM","/997/8/343/1129/549/864/637/709/733/",709,18,46.4102927715969
"1:113","AN1","WT","male","Primary auditory area, layer 1","AUDp1","/997/8/567/688/695/315/247/1002/735/",1002,20,1288.742831368
"1:115","AN1","WT","male","Ventral auditory area, layer 2/3","AUDv2/3","/997/8/567/688/695/315/247/1018/755/",1018,156,3963.11256763966
"1:116","AN1","WT","male","Retrosplenial area, lateral agranular part, layer 5","RSPagl5","/997/8/567/688/695/315/254/894/774/",894,197,4004.55340082124
"1:117","AN1","WT","male","corpus callosum","cc","/997/1009/983/776/",983,228,481.795321513852
"1:119","AN1","WT","male","Piriform-amygdala cortex","PAA","/997/8/567/688/695/698/788/",698,178,1425.11729195689
"1:120","AN1","WT","male","Zona incerta","ZI","/997/8/343/1129/1097/290/797/",290,28,171.687504215541
"1:121","AN1","WT","male","Pallidum","PAL","/997/8/567/623/803/",623,11,353.470437017995
"1:122","AN1","WT","male","Supplemental somatosensory area, layer 2/3","SSs2/3","/997/8/567/688/695/315/453/378/806/",378,525,3278.23811872842
"1:125","AN1","WT","male","Dorsomedial nucleus of the hypothalamus","DMH","/997/8/343/1129/1097/141/830/",141,74,621.488380686829
"1:126","AN1","WT","male","Ectorhinal area/Layer 1","ECT1","/997/8/567/688/695/315/895/836/",895,23,1164.14435389988
"1:129","AN1","WT","male","Visceral area, layer 6a","VISC6a","/997/8/567/688/695/315/677/857/",677,39,738.720309126037
"1:130","AN1","WT","male","Supplemental somatosensory area, layer 6a","SSs6a","/997/8/567/688/695/315/453/378/862/",378,340,1623.63244781693
"1:131","AN1","WT","male","Supplemental somatosensory area, layer 1","SSs1","/997/8/567/688/695/315/453/378/873/",378,185,1718.03753679851
"1:132","AN1","WT","male","amygdala capsule","amc","/997/1009/991/768/884/",768,13,1131.91118850675
"1:133","AN1","WT","male","Perirhinal area, layer 2/3","PERI2/3","/997/8/567/688/695/315/922/888/",922,124,3209.60811720246
"1:135","AN1","WT","male","Visceral area, layer 1","VISC1","/997/8/567/688/695/315/677/897/",677,50,1152.97698657935
"1:136","AN1","WT","male","Retrosplenial area, lateral agranular part, layer 6a","RSPagl6a","/997/8/567/688/695/315/254/894/906/",894,65,2096.50367694491
"1:137","AN1","WT","male","Entorhinal area, lateral part","ENTl","/997/8/567/688/695/1089/822/909/918/",909,18,1554.53838846187
"1:139","AN1","WT","male","cingulum bundle","cing","/997/1009/991/768/940/",768,31,492.157236298978
"1:141","AN1","WT","male","Endopiriform nucleus, dorsal part","EPd","/997/8/567/688/703/942/952/",942,68,587.275129761895
"1:143","AN1","WT","male","Ventral auditory area, layer 1","AUDv1","/997/8/567/688/695/315/247/1018/959/",1018,30,1107.78774786751
"1:144","AN1","WT","male","Piriform cortex","PIR","/997/8/567/688/695/698/961/",698,1515,1863.99137765573
"1:145","AN1","WT","male","Retrosplenial area, lateral agranular part, layer 2/3","RSPagl2/3","/997/8/567/688/695/315/254/894/965/",894,127,3968.12997969067
"1:146","AN1","WT","male","Endopiriform nucleus, ventral part","EPv","/997/8/567/688/703/942/966/",942,17,541.815400305966
"1:147","AN1","WT","male","Ectorhinal area/Layer 6a","ECT6a","/997/8/567/688/695/315/895/977/",895,51,2350.66371681416
"1:148","AN1","WT","male","Primary somatosensory area, barrel field, layer 1","SSp-bfd1","/997/8/567/688/695/315/453/322/329/981/",329,69,792.538650616802
"1:149","AN1","WT","male","Fasciola cinerea","FC","/997/8/567/688/695/1089/1080/982/",1080,35,1743.02788844622
"1:150","AN1","WT","male","Ectorhinal area/Layer 5","ECT5","/997/8/567/688/695/315/895/988/",895,76,2750.13569748507
"1:151","AN1","WT","male","Ventral auditory area, layer 4","AUDv4","/997/8/567/688/695/315/247/1018/990/",1018,84,5032.6523276017
"1:153","AN1","WT","male","Primary somatosensory area, trunk, layer 1","SSp-tr1","/997/8/567/688/695/315/453/322/361/1006/",361,10,492.441030186635
"1:154","AN1","WT","male","fiber tracts","fiber tracts","/997/1009/",997,257,987.675197054653
"1:155","AN1","WT","male","Visceral area, layer 4","VISC4","/997/8/567/688/695/315/677/1010/",677,51,2953.78199930499
"1:156","AN1","WT","male","Posterior complex of the thalamus","PO","/997/8/343/1129/549/856/138/1020/",138,28,105.922585721635
"1:157","AN1","WT","male","Globus pallidus, external segment","GPe","/997/8/567/623/803/818/1022/",818,11,110.283428411016
"1:158","AN1","WT","male","Ventral auditory area, layer 5","AUDv5","/997/8/567/688/695/315/247/1018/1023/",1018,180,3904.80942360674
"1:160","AN1","WT","male","Supplemental somatosensory area, layer 4","SSs4","/997/8/567/688/695/315/453/378/1035/",378,433,4790.93594750993
"1:161","AN1","WT","male","Primary somatosensory area, barrel field, layer 6a","SSp-bfd6a","/997/8/567/688/695/315/453/322/329/1038/",329,265,1027.42248775816
"1:163","AN1","WT","male","Anteromedial visual area, layer 6a","VISam6a","/997/8/567/688/695/315/669/394/1046/",394,79,4633.15934549293
"1:164","AN1","WT","male","Primary somatosensory area, barrel field, layer 4","SSp-bfd4","/997/8/567/688/695/315/453/322/329/1047/",329,1137,5798.35789688408
"1:165","AN1","WT","male","Visceral area, layer 5","VISC5","/997/8/567/688/695/315/677/1058/",677,114,1524.02342183364
"1:166","AN1","WT","male","Primary somatosensory area, barrel field, layer 6b","SSp-bfd6b","/997/8/567/688/695/315/453/322/329/1062/",329,4,150.574063617542
"1:167","AN1","WT","male","Anteromedial visual area, layer 2/3","VISam2/3","/997/8/567/688/695/315/669/394/1066/",394,81,3234.17847873827
"1:168","AN1","WT","male","Primary somatosensory area, barrel field, layer 5","SSp-bfd5","/997/8/567/688/695/315/453/322/329/1070/",329,830,3361.03147221277
"1:169","AN1","WT","male","Primary somatosensory area, trunk, layer 4","SSp-tr4","/997/8/567/688/695/315/453/322/361/1086/",361,151,4370.47756874096
"1:171","AN1","WT","male","Supplemental somatosensory area, layer 5","SSs5","/997/8/567/688/695/315/453/378/1090/",378,589,2677.51613783071
"1:172","AN1","WT","male","external medullary lamina of the thalamus","em","/997/1009/983/896/1092/",896,27,1413.61256544503
"1:174","AN1","WT","male","Hypothalamus","HY","/997/8/343/1129/1097/",1129,248,621.673856859594
"1:175","AN1","WT","male","Intercalated amygdala nucleus","IA","/997/8/567/623/477/278/1105/",278,5,162.406210413486
"1:176","AN1","WT","male","Visceral area, layer 2/3","VISC2/3","/997/8/567/688/695/315/677/1106/",677,213,3282.27571115974
"1:177","AN1","WT","male","Primary somatosensory area, trunk, layer 5","SSp-tr5","/997/8/567/688/695/315/453/322/361/1111/",361,290,3718.18706327329
"1:178","AN1","WT","male","Temporal association areas, layer 2/3","TEa2/3","/997/8/567/688/695/315/541/1127/",541,127,3054.72038484666
"1:180","AN1","WT","male","Nucleus of the lateral olfactory tract, layer 3","NLOT3","/997/8/567/688/695/698/619/1139/",619,41,2443.38498212157
"1:181","AN1","WT","male","Dentate gyrus, molecular layer","DG-mo","/997/8/567/688/695/1089/1080/726/10703/",726,80,259.835589031041
"1:182","AN1","WT","male","Dentate gyrus, polymorph layer","DG-po","/997/8/567/688/695/1089/1080/726/10704/",726,40,904.977375565611
"1:183","AN1","WT","male","Rostrolateral area, layer 6b","VISrl6b","/997/8/567/688/695/315/22/417/312782624/",417,229,4410.46184661608
"2:1","AN2","Dp2Yey","female","internal capsule","int","/997/1009/983/784/6/",784,151,521.502479727023
"2:2","AN2","Dp2Yey","female","Basic cell groups and regions","grey","/997/8/",997,5,1781.89593727726
"2:3","AN2","Dp2Yey","female","Primary somatosensory area, trunk, layer 6a","SSp-tr6a","/997/8/567/688/695/315/453/322/361/9/",361,22,497.760079641613
"2:4","AN2","Dp2Yey","female","Paraventricular hypothalamic nucleus","PVH","/997/8/343/1129/1097/157/38/",157,3,266.998932004272
"2:6","AN2","Dp2Yey","female","ventricular systems","VS","/997/73/",997,28,1071.56525066973
"2:7","AN2","Dp2Yey","female","lateral ventricle","VL","/997/73/81/",73,55,748.177168353466
"2:8","AN2","Dp2Yey","female","Temporal association areas, layer 1","TEa1","/997/8/567/688/695/315/541/97/",541,13,508.090361916673
"2:9","AN2","Dp2Yey","female","Periventricular hypothalamic nucleus, intermediate part","PVi","/997/8/343/1129/1097/157/118/",157,23,1262.41835446512
"2:10","AN2","Dp2Yey","female","Agranular insular area, posterior part, layer 1","AIp1","/997/8/567/688/695/315/95/111/120/",111,49,1506.76506765068
"2:11","AN2","Dp2Yey","female","optic tract","opt","/997/1009/967/848/125/",848,36,469.422349719651
"2:12","AN2","Dp2Yey","female","third ventricle","V3","/997/73/129/",73,134,1607.23495616087
"2:13","AN2","Dp2Yey","female","Lateral amygdala nucleus","LA","/997/8/567/688/703/131/",703,73,742.26217106601
"2:14","AN2","Dp2Yey","female","Paraventricular nucleus of the thalamus","PVT","/997/8/343/1129/549/856/571/149/",571,20,631.552355690287
"2:15","AN2","Dp2Yey","female","Lateral dorsal nucleus of thalamus","LD","/997/8/343/1129/549/856/239/155/",239,34,192.69679159842
"2:16","AN2","Dp2Yey","female","Dorsal auditory area, layer 6a","AUDd6a","/997/8/567/688/695/315/247/1011/156/",1011,4,198.225878388424
"2:17","AN2","Dp2Yey","female","Agranular insular area, posterior part, layer 2/3","AIp2/3","/997/8/567/688/695/315/95/111/163/",111,174,2363.35977398674
"2:18","AN2","Dp2Yey","female","Dorsal part of the lateral geniculate complex","LGd","/997/8/343/1129/549/864/1008/170/",1008,46,624.796262088449
"2:19","AN2","Dp2Yey","female","Retrochiasmatic cortex","RCH","/997/8/343/1129/1097/290/173/",290,4,153.0866087489
"2:20","AN2","Dp2Yey","female","Ventral part of the lateral geniculate complex","LGv","/997/8/343/1129/549/856/1014/178/",1014,6,246.457178065311
"2:22","AN2","Dp2Yey","female","Lateral habenula","LH","/997/8/343/1129/549/856/958/186/",958,24,467.289719626168
"2:23","AN2","Dp2Yey","female","Lateral hypothalamic cortex","LHA","/997/8/343/1129/1097/290/194/",290,40,97.1571808872394
"2:24","AN2","Dp2Yey","female","Primary somatosensory area, barrel field, layer 2/3","SSp-bfd2/3","/997/8/567/688/695/315/453/322/329/201/",329,638,3897.15898331796
"2:26","AN2","Dp2Yey","female","Lateral posterior nucleus of the thalamus","LP","/997/8/343/1129/549/856/138/218/",138,78,606.046479103051
"2:27","AN2","Dp2Yey","female","Arcuate hypothalamic nucleus","ARH","/997/8/343/1129/1097/157/223/",157,9,254.323499491353
"2:28","AN2","Dp2Yey","female","Temporal association areas, layer 4","TEa4","/997/8/567/688/695/315/541/234/",541,58,4253.75870920425
"2:30","AN2","Dp2Yey","female","Primary auditory area, layer 2/3","AUDp2/3","/997/8/567/688/695/315/247/1002/251/",1002,80,3890.48290619073
"2:31","AN2","Dp2Yey","female","Dorsal auditory area, layer 5","AUDd5","/997/8/567/688/695/315/247/1011/252/",1011,77,1638.43731381394
"2:32","AN2","Dp2Yey","female","Nucleus of the lateral olfactory tract, molecular layer","NLOT1","/997/8/567/688/695/698/619/260/",619,3,286.669851887243
"2:33","AN2","Dp2Yey","female","Reticular nucleus of the thalamus","RT","/997/8/343/1129/549/856/262/",856,105,765.211307636809
"2:34","AN2","Dp2Yey","female","Retrosplenial area, dorsal part, layer 6a","RSPd6a","/997/8/567/688/695/315/254/879/274/",879,65,1148.8564459684
"2:35","AN2","Dp2Yey","female","Striatum-like amygdala nuclei","sAMY","/997/8/567/623/477/278/",477,7,231.473826923713
"2:36","AN2","Dp2Yey","female","Anteromedial visual area, layer 1","VISam1","/997/8/567/688/695/315/669/394/281/",394,17,1001.82686074607
"2:37","AN2","Dp2Yey","female","Temporal association areas, layer 5","TEa5","/997/8/567/688/695/315/541/289/",541,68,1680.79689546926
"2:38","AN2","Dp2Yey","female","stria terminalis","st","/997/1009/991/768/301/",768,13,182.15701935068
"2:39","AN2","Dp2Yey","female","Basolateral amygdala nucleus, anterior part","BLAa","/997/8/567/688/703/295/303/",295,95,688.850055470557
"2:40","AN2","Dp2Yey","female","Basolateral amygdala nucleus, posterior part","BLAp","/997/8/567/688/703/295/311/",295,46,858.449192871139
"2:42","AN2","Dp2Yey","female","Agranular insular area, posterior part, layer 6a","AIp6a","/997/8/567/688/695/315/95/111/314/",111,15,438.814615452125
"2:43","AN2","Dp2Yey","female","Basomedial amygdala ","BMA","/997/8/567/688/703/319/",703,32,198.250439868163
"2:46","AN2","Dp2Yey","female","Substantia innominata","SI","/997/8/567/623/803/835/342/",835,3,91.8470440559655
"2:47","AN2","Dp2Yey","female","Agranular insular area, posterior part, layer 5","AIp5","/997/8/567/688/695/315/95/111/344/",111,54,839.55223880597
"2:49","AN2","Dp2Yey","female","Mediodorsal nucleus of thalamus","MD","/997/8/343/1129/549/856/444/362/",444,32,149.339406469196
"2:51","AN2","Dp2Yey","female","CA1","CA1","/997/8/567/688/695/1089/1080/375/382/",375,501,1012.47506704363
"2:52","AN2","Dp2Yey","female","Anteromedial visual area, layer 4","VISam4","/997/8/567/688/695/315/669/394/401/",394,5,784.190715181932
"2:53","AN2","Dp2Yey","female","Medial amygdala nucleus","MEA","/997/8/567/623/477/278/403/",278,56,168.000168000168
"2:54","AN2","Dp2Yey","female","CA2","CA2","/997/8/567/688/695/1089/1080/375/423/",375,56,562.819726831425
"2:55","AN2","Dp2Yey","female","Ectorhinal area/Layer 2/3","ECT2/3","/997/8/567/688/695/315/895/427/",895,102,4047.137245566
"2:56","AN2","Dp2Yey","female","Retrosplenial area, ventral part, layer 2/3","RSPv2/3","/997/8/567/688/695/315/254/886/430/",886,89,1245.3648639194
"2:57","AN2","Dp2Yey","female","Anteromedial visual area, layer 5","VISam5","/997/8/567/688/695/315/669/394/433/",394,23,1001.78579206411
"2:58","AN2","Dp2Yey","female","Retrosplenial area, dorsal part, layer 2/3","RSPd2/3","/997/8/567/688/695/315/254/879/434/",879,224,3192.47488063849
"2:60","AN2","Dp2Yey","female","Retrosplenial area, dorsal part, layer 1","RSPd1","/997/8/567/688/695/315/254/879/442/",879,52,1154.60621266958
"2:62","AN2","Dp2Yey","female","Basolateral amygdala nucleus, ventral part","BLAv","/997/8/567/688/703/295/451/",295,24,701.692833961933
"2:63","AN2","Dp2Yey","female","CA3","CA3","/997/8/567/688/695/1089/1080/375/463/",375,238,936.090210777623
"2:64","AN2","Dp2Yey","female","alveus","alv","/997/1009/991/768/1099/466/",1099,40,1041.93800468872
"2:66","AN2","Dp2Yey","female","Striatum","STR","/997/8/567/623/477/",623,25,209.65942922317
"2:67","AN2","Dp2Yey","female","Medial habenula","MH","/997/8/343/1129/549/856/958/483/",958,33,578.08531137777
"2:69","AN2","Dp2Yey","female","Ventral auditory area, layer 6a","AUDv6a","/997/8/567/688/695/315/247/1018/520/",1018,17,908.702159503956
"2:70","AN2","Dp2Yey","female","Dorsal auditory area, layer 1","AUDd1","/997/8/567/688/695/315/247/1011/527/",1011,80,2711.68056402956
"2:71","AN2","Dp2Yey","female","Central amygdala ","CEA","/997/8/567/623/477/278/536/",278,6,27.64276335491
"2:72","AN2","Dp2Yey","female","Perirhinal area, layer 1","PERI1","/997/8/567/688/695/315/922/540/",922,27,1340.21642013303
"2:73","AN2","Dp2Yey","female","Retrosplenial area, ventral part, layer 1","RSPv1","/997/8/567/688/695/315/254/886/542/",886,25,608.598276449681
"2:74","AN2","Dp2Yey","female","Thalamus","TH","/997/8/343/1129/549/",1129,122,263.825995943135
"2:75","AN2","Dp2Yey","female","Central lateral nucleus of the thalamus","CL","/997/8/343/1129/549/856/51/575/",51,11,239.260467645459
"2:77","AN2","Dp2Yey","female","Claustrum","CLA","/997/8/567/688/703/583/",703,5,482.020630482985
"2:78","AN2","Dp2Yey","female","Retrosplenial area, ventral part, layer 6a","RSPv6a","/997/8/567/688/695/315/254/886/590/",886,51,1439.05191873589
"2:79","AN2","Dp2Yey","female","fasciculus retroflexus","fr","/997/1009/991/824/1083/595/",1083,3,189.012096774194
"2:81","AN2","Dp2Yey","female","Dorsal auditory area, layer 2/3","AUDd2/3","/997/8/567/688/695/315/247/1011/600/",1011,189,4619.44566652002
"2:82","AN2","Dp2Yey","female","fimbria","fi","/997/1009/991/768/1099/603/",1099,59,586.533586503763
"2:83","AN2","Dp2Yey","female","Retrosplenial area, dorsal part, layer 5","RSPd5","/997/8/567/688/695/315/254/879/610/",879,123,1406.00352072426
"2:84","AN2","Dp2Yey","female","habenular commissure","hbc","/997/1009/991/824/1083/611/",1083,15,1303.3278303936
"2:85","AN2","Dp2Yey","female","Tuberal nucleus","TU","/997/8/343/1129/1097/290/614/",290,54,583.386450309519
"2:87","AN2","Dp2Yey","female","Primary somatosensory area, upper limb, layer 5","SSp-ul5","/997/8/567/688/695/315/453/322/369/625/",369,11,1509.95195607413
"2:89","AN2","Dp2Yey","female","Dentate gyrus, granule cell layer","DG-sg","/997/8/567/688/695/1089/1080/726/632/",726,102,1252.57883878574
